UNITTYPE,DIAM,OWN,BOTNAME,LONGITUDE,LATITUDE
DECID,25,MISS,NORWAY MAPLE,-79.6565912697569,43.539373065822
DECID,5,MISS,EASTERN WHITE CEDAR,-79.6412252821356,43.5393750476723
DECID,14,MISS,NATIVE BLUE BEECH,-79.6581893623216,43.5393760780001
MULTI,10,MISS,WHITE BIRCH,-79.6388029121849,43.5393808047011
CONFIR,6,MISS,SERBIAN SPRUCE,-79.6706868383906,43.5393816149765
DECID,34,MISS,NORWAY MAPLE,-79.6281719006383,43.5393922943907
MULTI,8,MISS,SAUCER MAGNOLIA,-79.6607736203708,43.5393929663264
DECID,28,MISS,NORWAY MAPLE,-79.6453020814657,43.5393934494098
DECID,7,MISS,BUR OAK,-79.6746714748061,43.5393941246252
DECID,17,MISS,SUGAR MAPLE,-79.6598775004083,43.5393982854308
DECID,46,MISS,NORWAY MAPLE,-79.6279432325959,43.5394003549424
DECID,47,MISS,NORWAY MAPLE,-79.6343458817797,43.5394009390249
CONFIR,9,MISS,WHITE SPRUCE,-79.6590690166526,43.5394015413783
DECID,6,MISS,SERVICEBERRY,-79.6603690585318,43.5394017367352
MULTI,9,MISS,RUSSIAN OLIVE,-79.6305840187917,43.5394020369383
DECID,45,MISS,LINDEN,-79.6290773529219,43.5394063982058
CONFIR,8,MISS,COLORADO BLUE SPRUCE,-79.6319540795391,43.5394068259945
DECID,51,MISS,BLACK LOCUST,-79.6242033993047,43.5394069997063
DECID,35,MISS,LINDEN,-79.6287672772415,43.5394074513375
CONFIR,8,MISS,COLORADO BLUE SPRUCE,-79.6319349198074,43.5394111887923
DECID,17,MISS,NORWAY SCHWENDLER MAPLE,-79.628811255066,43.539411220335
DECID,38,MISS,LINDEN,-79.6293321850301,43.5394126054638
DECID,4,MISS,EASTERN WHITE CEDAR,-79.641094197634,43.539414007957
DECID,4,MISS,ENGLISH OAK,-79.6269865679067,43.5394176816475
CONFIR,10,MISS,WHITE SPRUCE,-79.6593474943907,43.5394210770599
DECID,6,MISS,RUBY RED HORSECHESTNUT,-79.660151845896,43.5394211421789
DECID,7,MISS,EASTERN WHITE CEDAR,-79.641139831878,43.539421213461
DECID,66,MISS,DEADOO,-79.6411633425166,43.5394214929311
DECID,21,MISS,RED OAK,-79.6595091911418,43.5394243330062
DECID,57,MISS,NORWAY MAPLE,-79.6328457151531,43.5394244262815
DECID,49,MISS,RED OAK,-79.6387330979542,43.5394250839286
CONFIR,9,MISS,WHITE SPRUCE,-79.6592576628622,43.5394275889524
DECID,5,MISS,AUTUMN BLAZE MAPLE,-79.658031017185,43.5394280638235
DECID,52,MISS,NORWAY MAPLE,-79.6338943191759,43.539430029247
DECID,33,MISS,SUGAR MAPLE,-79.6468628189972,43.5394340845928
CONFIR,10,MISS,WHITE SPRUCE,-79.6591229155696,43.5394341008441
DECID,38,MISS,NORWAY MAPLE,-79.6564752902963,43.5394345514629
CONFIR,11,MISS,COLORADO BLUE SPRUCE,-79.631912198373,43.539436218398
DECID,13,MISS,MULBERRY,-79.6411037498582,43.5394405935766
CONFIR,25,MISS,WHITE SPRUCE,-79.6564391217267,43.5394413296591
DECID,6,MISS,KENTUCKY COFFEE TREE,-79.6302074418311,43.5394429058138
CONFIR,28,MISS,AUSTRIAN PINE,-79.6597068205043,43.5394438686805
CONFIR,28,MISS,COLORADO SPRUCE,-79.6595990226702,43.5394438686805
DECID,6,MISS,NORTHERN CATALPA,-79.6745961035845,43.5394446642499
DECID,40,MISS,HONEY LOCUST,-79.6802246919215,43.5394449555157
DECID,45,MISS,NORWAY MAPLE,-79.6427563711759,43.5394460905227
MULTI,10,MISS,RUSSIAN OLIVE,-79.6305433910281,43.5394471109931
DECID,19,MISS,WHITE BIRCH,-79.6295226890821,43.539450095565
DECID,6,MISS,SKYLINE LOCUST,-79.6340313551242,43.5394511156726
DECID,51,MISS,LINDEN,-79.6288806332831,43.5394520307171
DECID,42,MISS,NORWAY MAPLE,-79.6384277428208,43.5394528716367
DECID,6,MISS,BUR OAK,-79.6778892403873,43.5394549756801
DECID,20,MISS,WEEPING MULBERRY,-79.6608115871286,43.5394558996242
DECID,22,MISS,NORWAY MAPLE,-79.6566484431985,43.5394571157402
DECID,6,MISS,ROYAL RED MAPLE,-79.6791713018035,43.5394598916119
CONFIR,27,MISS,AUSTRIAN PINE,-79.6597697025742,43.5394601484042
MULTI,31,MISS,RED OAK,-79.646764677189,43.5394612857812
DECID,22,MISS,HONEY LOCUST,-79.6803669091612,43.5394619043213
DECID,58,MISS,BUR OAK,-79.6735610995746,43.5394621028688
CONFIR,18,MISS,AUSTRIAN PINE,-79.6319068977683,43.539462627024
CONFIR,10,MISS,WHITE SPRUCE,-79.6591678313338,43.5394634043484
DECID,46,MISS,NORWAY MAPLE,-79.6278593255298,43.5394653478819
DECID,16,MISS,RED OAK,-79.6467840932908,43.5394675483753
DECID,17,MISS,SILVER MAPLE,-79.6777160184811,43.5394691795568
DECID,23,MISS,NORWAY MAPLE,-79.6742864946469,43.539469617167
DECID,25,MISS,SILVER MAPLE,-79.6763350556099,43.5394702154012
DECID,32,MISS,NORWAY MAPLE,-79.6583346775759,43.5394707059947
CONFIR,7,MISS,COLORADO BLUE SPRUCE,-79.6318750106957,43.5394715196253
DECID,6,MISS,KENTUCKY COFFEE TREE,-79.6301822850546,43.5394715975744
DECID,6,MISS,RUBY RED HORSECHESTNUT,-79.6601409762811,43.539471609327
CONFIR,10,MISS,WHITE SPRUCE,-79.6593924101549,43.5394731721799
DECID,41,MISS,NORWAY MAPLE,-79.6268583056147,43.5394736772387
DECID,17,MISS,NORWAY SCHWENDLER MAPLE,-79.6289284728066,43.5394765554233
DECID,6,MISS,TULIP TREE,-79.6341440019739,43.5394779432777
DECID,61,MISS,WHITE OAK,-79.6406339029856,43.5394793075563
DECID,55,MISS,LINDEN,-79.6346445565898,43.539482752419
DECID,6,MISS,ACCOLADE ELM,-79.67320176186,43.5394829400099
DECID,35,MISS,STUMP,-79.6705118465732,43.539483395842
CONFIR,25,MISS,WHITE SPRUCE,-79.6564544499571,43.5394868004756
CONFIR,40,MISS,COLORADO BLUE SPRUCE,-79.6605250772816,43.5394882891364
MULTI,11,MISS,RUSSIAN OLIVE,-79.6305045750342,43.5394886951382
DECID,6,MISS,RUBY RED HORSECHESTNUT,-79.6600879756793,43.5394896472523
DECID,22,MISS,BLACK WALNUT,-79.645390269312,43.5394902081012
DECID,35,MISS,STUMP,-79.6704865140822,43.5394921217687
CONFIR,32,MISS,COLORADO SPRUCE,-79.6595630900588,43.5394927078383
CONFIR,11,MISS,WHITE SPRUCE,-79.6592037639452,43.5394927078383
CONFIR,45,MISS,COLORADO BLUE SPRUCE,-79.6605020794991,43.5394927918368
DECID,23,MISS,RED OAK,-79.6467946399742,43.5394940552531
DECID,12,MISS,GREENSPIRE LINDEN,-79.6434441815021,43.5394956736536
CONFIR,35,MISS,WHITE SPRUCE,-79.6596708878929,43.5394959637808
CONFIR,22,MISS,WHITE SPRUCE,-79.6468195449757,43.539498401913
CONFIR,25,MISS,AUSTRIAN PINE,-79.6318664684054,43.5394989699446
DECID,6,MISS,KENTUCKY COFFEE TREE,-79.6301583493456,43.5395010242898
DECID,63,MISS,LINDEN,-79.6347199683693,43.53950319201
DECID,41,MISS,LINDEN,-79.6294730751284,43.5395038855248
DECID,6,MISS,RUBY RED HORSECHESTNUT,-79.6602034990249,43.5395063176766
DECID,15,MISS,WEEPING MULBERRY,-79.6608815906315,43.5395085833535
CONFIR,30,MISS,WHITE SPRUCE,-79.659778685727,43.5395089875488
CONFIR,29,MISS,AUSTRIAN PINE,-79.6597337699628,43.5395089875488
DECID,25,MISS,HONEY LOCUST,-79.6790105519981,43.5395094476346
DECID,43,MISS,NORWAY MAPLE,-79.6385949012312,43.5395105078691
DECID,15,PEEL,WHITE ASH,-79.6704432627659,43.5395177249171
DECID,25,MISS,NORWAY MAPLE,-79.6606849360526,43.539518795223
CONFIR,22,MISS,COLORADO SPRUCE,-79.6593385112378,43.5395220113141
DECID,36,MISS,NORWAY MAPLE,-79.6435492927412,43.5395220424035
DECID,15,MISS,NORWAY MAPLE,-79.6602570645592,43.5395237760281
DECID,64,MISS,PIN OAK,-79.6327928189449,43.5395249997682
DECID,6,MISS,ROYAL RED MAPLE,-79.6744877353796,43.5395267858157
DECID,33,MISS,HONEY LOCUST,-79.6277556750564,43.5395276726492
MULTI,9,MISS,RUSSIAN OLIVE,-79.630469004753,43.5395290575806
DECID,33,MISS,NORWAY MAPLE,-79.6566958576007,43.5395291655292
DECID,6,MISS,KENTUCKY COFFEE TREE,-79.6301380265288,43.5395294138023
CONFIR,29,MISS,AUSTRIAN PINE,-79.631837305881,43.5395296850723
DECID,5,MISS,SERVICEBERRY,-79.6242566446214,43.5395311767879
DECID,14,MISS,NORWAY SCHWENDLER MAPLE,-79.634842713574,43.5395323005182
DECID,30,MISS,NORWAY MAPLE,-79.6732715056829,43.5395338365284
DECID,9,MISS,NATIVE BLUE BEECH,-79.658198960897,43.5395348430512
CONFIR,14,MISS,WHITE SPRUCE,-79.646765847915,43.5395362138005
CONFIR,28,MISS,WHITE SPRUCE,-79.6599583487839,43.5395382910167
DECID,35,MISS,NORWAY SCHWENDLER MAPLE,-79.6280014430483,43.5395406171852
CONFIR,20,MISS,WHITE SPRUCE,-79.660120045535,43.5395415469567
DECID,21,MISS,SILVER MAPLE,-79.6764286534624,43.5395426117026
DECID,34,MISS,HONEY LOCUST,-79.6451375805999,43.539542948906
DECID,47,MISS,LINDEN,-79.6290588922043,43.5395437594961
CONFIR,13,MISS,COLORADO BLUE SPRUCE,-79.6317990505734,43.5395465150856
DECID,41,MISS,NORWAY MAPLE,-79.6431902517528,43.5395484854636
DECID,26,MISS,NORWAY MAPLE,-79.6604221842052,43.5395514628235
DECID,29,MISS,NORWAY MAPLE,-79.6436854024172,43.5395514800824
DECID,79,MISS,BUR OAK,-79.6736488684831,43.5395518117417
DECID,31,MISS,NORWAY MAPLE,-79.6385174674709,43.5395523551527
CONFIR,19,MISS,COLORADO SPRUCE,-79.6593025786265,43.5395610825929
DECID,28,MISS,FLOWERING CRAB APPLE,-79.6270590298529,43.5395625275498
DECID,33,MISS,NORWAY MAPLE,-79.660956506059,43.5395630353568
DECID,32,MISS,NORWAY MAPLE,-79.6582343347193,43.5395638913194
DECID,25,MISS,HONEY LOCUST,-79.6776353151696,43.539565580482
DECID,29,MISS,RED NORWAY MAPLE,-79.6778076882645,43.5395675743118
CONFIR,25,MISS,COLORADO SPRUCE,-79.659500207989,43.5395675944703
CONFIR,10,MISS,COLORADO BLUE SPRUCE,-79.631781108516,43.5395681803088
MULTI,9,MISS,RUSSIAN OLIVE,-79.6304351953138,43.5395681805335
DECID,7,MISS,BUR OAK,-79.6761727192573,43.5395695417942
CONFIR,47,MISS,AUSTRIAN PINE,-79.6344368505129,43.5395711228108
CONFIR,46,MISS,WHITE SPRUCE,-79.6595810563645,43.5395741063469
DECID,25,MISS,FLOWERING CRAB APPLE,-79.6350204600033,43.5395758419347
DECID,28,MISS,HONEY LOCUST,-79.6803496860967,43.5395762378085
DECID,26,MISS,SILVER MAPLE,-79.6592486797094,43.539577362285
DECID,35,MISS,STUMP,-79.6705643081858,43.5395823113105
DECID,30,MISS,NORWAY MAPLE,-79.6705944017478,43.5395838741605
CONFIR,23,MISS,COLORADO SPRUCE,-79.6593744438492,43.5395871300981
DECID,6,MISS,SERVICEBERRY,-79.6241052116572,43.539588151001
DECID,19,MISS,MULBERRY,-79.6407921111447,43.539588337623
CONFIR,28,MISS,AUSTRIAN PINE,-79.6317647750663,43.5395898647828
DECID,7,MISS,BASSWOOD LINDEN,-79.6408221477336,43.5395901354142
CONFIR,30,MISS,WHITE SPRUCE,-79.6599763150895,43.5395903860354
DECID,20,MISS,NORWAY MAPLE,-79.6733492134187,43.5395912841851
DECID,28,MISS,FLOWERING CRAB APPLE,-79.623637352589,43.5395988162479
DECID,40,MISS,NORWAY MAPLE,-79.6565764687615,43.5395992551507
MULTI,9,MISS,RUSSIAN OLIVE,-79.6304079813088,43.539600269255
DECID,41,MISS,HONEY LOCUST,-79.6450891229362,43.5396009912975
DECID,56,MISS,NORWAY MAPLE,-79.6346307463441,43.5396010814702
DECID,27,MISS,HONEY LOCUST,-79.6791395196019,43.5396060212901
DECID,32,MISS,NORWAY MAPLE,-79.6585182791347,43.539608192448
DECID,36,MISS,NORWAY MAPLE,-79.6434325828675,43.5396099781888
DECID,37,MISS,NORWAY MAPLE,-79.6439079678411,43.5396112966257
DECID,31,MISS,NORWAY MAPLE,-79.6279030472677,43.5396113789672
CONFIR,25,MISS,WHITE SPRUCE,-79.660066146618,43.539613177592
MULTI,33,MISS,WHITE BIRCH,-79.6384462637939,43.5396143557399
DECID,28,MISS,HONEY LOCUST,-79.6775956115323,43.5396152740972
MULTI,5,MISS,COMMON LILAC,-79.6316487025482,43.5396160279932
DECID,24,MISS,NORWAY MAPLE,-79.6610363692936,43.5396176353054
DECID,13,MISS,NORWAY MAPLE,-79.6601828321464,43.5396229416603
DECID,20,MISS,NORWAY SCHWENDLER MAPLE,-79.6381197212424,43.5396265832881
CONFIR,37,MISS,AUSTRIAN PINE,-79.6583049786512,43.5396266687413
DECID,30,MISS,NORWAY MAPLE,-79.6452280324861,43.5396270387652
DECID,17,MISS,NORWAY MAPLE,-79.6765592360848,43.5396274115778
DECID,6,MISS,ROYAL RED MAPLE,-79.6762577815056,43.5396304041661
DECID,25,MISS,NORWAY MAPLE,-79.6603581502125,43.5396316593679
DECID,30,MISS,HONEY LOCUST,-79.6801929595495,43.5396343058039
DECID,29,MISS,NORWAY MAPLE,-79.660839556959,43.5396349588383
DECID,20,MISS,NORWAY MAPLE,-79.6734246227526,43.5396350188684
CONFIR,30,MISS,WHITE SPRUCE,-79.659500207989,43.5396359691399
DECID,11,MISS,NORWAY MAPLE,-79.6300609306065,43.5396380698355
DECID,55,MISS,WHITE OAK,-79.6353971624732,43.5396390461294
MULTI,9,MISS,RUSSIAN OLIVE,-79.6303775107341,43.5396395222341
DECID,49,MISS,NORWAY MAPLE,-79.6352768360886,43.5396398607167
DECID,32,MISS,NORWAY MAPLE,-79.6271083387178,43.5396422658079
DECID,90,MISS,WHITE OAK,-79.6403210204575,43.5396437831586
CONFIR,27,MISS,AUSTRIAN PINE,-79.6583273956849,43.5396483616213
DECID,11,MISS,RED MAPLE,-79.6239488706587,43.5396486675725
DECID,34,MISS,NORWAY MAPLE,-79.6566277019497,43.5396498300276
DECID,23,MISS,HONEY LOCUST,-79.6789692314681,43.5396502446568
DECID,28,MISS,NORWAY MAPLE,-79.645011247107,43.5396572443155
DECID,31,MISS,NORWAY MAPLE,-79.6440720453228,43.5396575431308
DECID,35,MISS,NORWAY MAPLE,-79.6583795267478,43.5396585178083
DECID,37,MISS,NORWAY MAPLE,-79.6568698278591,43.5396598784083
DECID,17,MISS,FLOWERING CRAB APPLE,-79.6353633585247,43.5396616030593
DECID,17,MISS,NORWAY MAPLE,-79.6278402785624,43.5396666310569
DECID,50,MISS,LINDEN,-79.6290518678786,43.5396680219057
DECID,32,MISS,NORWAY MAPLE,-79.6436493324235,43.5396697262182
DECID,41,MISS,SILVER MAPLE,-79.6777185623854,43.5396699106315
CONFIR,47,MISS,NORWAY SPRUCE,-79.62388381749,43.5396790386654
MULTI,9,MISS,RUSSIAN OLIVE,-79.6303468898849,43.5396799439375
DECID,6,MISS,IVORY SILK JAPANESE LILAC,-79.6586301752621,43.5396805479045
DECID,68,MISS,WHITE OAK,-79.6402561826174,43.539681459469
MULTI,5,MISS,SHRUB / HEDGE,-79.6315632648687,43.5396886588206
DECID,47,MISS,HONEY LOCUST,-79.6437392152183,43.5396907817651
DECID,19,MISS,NORWAY MAPLE,-79.6735413530425,43.5396909383218
DECID,14,MISS,HONEY LOCUST,-79.6774918336019,43.5396914188601
CONFIR,31,MISS,WHITE SPRUCE,-79.6253889895727,43.5396971481371
DECID,6,MISS,ROYAL RED MAPLE,-79.6763532300784,43.5396974194916
CONFIR,27,MISS,COLORADO SPRUCE,-79.6594732585304,43.539704343732
DECID,40,MISS,NORWAY MAPLE,-79.6355473637043,43.5397075594376
DECID,28,MISS,NORWAY MAPLE,-79.6442693125416,43.5397085049953
DECID,38,MISS,NORWAY MAPLE,-79.6438370820718,43.5397090506466
DECID,28,MISS,FRUIT TREE,-79.6315660137851,43.5397094011633
DECID,27,MISS,NORWAY MAPLE,-79.6271529146422,43.539712402856
DECID,36,MISS,NORWAY MAPLE,-79.6567245775054,43.5397129166825
DECID,13,MISS,NORWAY MAPLE,-79.6300162804435,43.5397131691972
DECID,26,MISS,NORWAY MAPLE,-79.6611767021378,43.5397139121103
DECID,19,MISS,NORWAY MAPLE,-79.6290045459322,43.5397189578344
DECID,23,MISS,WHITE BIRCH,-79.6451277307028,43.5397230043108
DECID,13,MISS,NORWAY MAPLE,-79.6601053283696,43.5397245000077
MULTI,9,MISS,RUSSIAN OLIVE,-79.6303211105867,43.539725195817
DECID,26,MISS,HONEY LOCUST,-79.6790899480978,43.5397279044242
DECID,24,MISS,NORWAY MAPLE,-79.6602707992017,43.5397307613606
DECID,40,MISS,LINDEN,-79.6291937895462,43.5397356338906
DECID,41,MISS,HONEY LOCUST,-79.643942486388,43.5397389341124
DECID,14,MISS,NATIVE BLUE BEECH,-79.6587052465061,43.5397390550568
DECID,18,MISS,LINDEN,-79.6767196020926,43.5397426298025
DECID,6,MISS,SKYLINE LOCUST,-79.6737394573773,43.5397443802076
MULTI,10,MISS,EASTERN WHITE CEDAR,-79.6382194224246,43.5397447343439
CONFIR,45,MISS,COLORADO BLUE SPRUCE,-79.6584693188749,43.539745290698
DECID,18,MISS,WHITE BIRCH,-79.6351099460119,43.539746007478
DECID,41,MISS,NORWAY MAPLE,-79.6569988439045,43.5397471133021
DECID,4,MISS,SILVER MAPLE,-79.6236844715581,43.5397474109825
DECID,29,MISS,NORWAY MAPLE,-79.6609941784588,43.5397511222498
CONFIR,44,MISS,WHITE SPRUCE,-79.6254438165755,43.5397518320214
DECID,24,MISS,HONEY LOCUST,-79.6803001251849,43.5397544873342
DECID,86,MISS,PIN OAK,-79.6401012615423,43.539756601699
DECID,38,MISS,SILVER MAPLE,-79.6449009488609,43.539757413141
DECID,35,MISS,NORWAY MAPLE,-79.6357440109216,43.5397582584866
DECID,28,MISS,SILVER MAPLE,-79.6774117653018,43.5397587436898
CONFIR,41,MISS,COLORADO BLUE SPRUCE,-79.6567563116921,43.5397609213048
MULTI,9,MISS,RUSSIAN OLIVE,-79.630290518189,43.5397643572712
CONFIR,7,MISS,COLORADO GREEN SPRUCE,-79.635171249823,43.5397663683642
DECID,49,MISS,LINDEN,-79.6289523252969,43.539767583964
DECID,22,MISS,HONEY LOCUST,-79.6801471456675,43.5397712696484
DECID,12,MISS,NORWAY MAPLE,-79.6277147273317,43.5397722727498
DECID,66,MISS,WHITE OAK,-79.6359319362432,43.5397731068325
DECID,42,MISS,PIN OAK,-79.6400981284674,43.5397748427587
CONFIR,25,MISS,COLORADO GREEN SPRUCE,-79.635226381133,43.5397750402322
CONFIR,35,MISS,NORWAY SPRUCE,-79.6400400332914,43.539776852864
DECID,23,MISS,NORWAY SCHWENDLER MAPLE,-79.6445585991973,43.5397791061012
DECID,16,MISS,NATIVE BLUE BEECH,-79.6585504953694,43.5397796485491
MULTI,55,MISS,GREEN ASH,-79.6314788170344,43.5397831814018
DECID,17,MISS,NORWAY MAPLE,-79.6299685230025,43.5397833690851
DECID,11,MISS,HONEY LOCUST,-79.6775905647805,43.5397838627237
DECID,23,MISS,SILVER MAPLE,-79.6448374148886,43.5397867336923
CONFIR,26,MISS,NORWAY SPRUCE,-79.6399903271539,43.5397875001553
DECID,6,MISS,AUTUMN BLAZE MAPLE,-79.6235767172629,43.5397886129446
CONFIR,25,MISS,COLORADO BLUE SPRUCE,-79.6352909084945,43.5397896769136
MULTI,10,MISS,EASTERN WHITE CEDAR,-79.6381430288224,43.5397898352397
DECID,11,MISS,EUROPEAN MOUNTAIN ASH,-79.6441044249954,43.5397922684408
CONFIR,21,MISS,COLORADO BLUE SPRUCE,-79.6352670731217,43.5397928139174
DECID,10,MISS,PIN OAK,-79.6450513600538,43.5397949423373
DECID,9,MISS,NORWAY MAPLE,-79.6632012669595,43.5397955097342
DECID,35,MISS,NORWAY MAPLE,-79.6378216782445,43.5397968113667
DECID,0,MISS,SKYLINE LOCUST,-79.6600356973484,43.539800308793
DECID,29,MISS,NORWAY MAPLE,-79.6272069833867,43.5398005720479
DECID,29,MISS,NORWAY MAPLE,-79.6739716065143,43.5398031689273
MULTI,9,MISS,RUSSIAN OLIVE,-79.6302632382084,43.5398048189815
CONFIR,30,MISS,COLORADO BLUE SPRUCE,-79.6381149299044,43.5398064282003
DECID,10,MISS,SUGAR MAPLE,-79.65685343356,43.5398073531455
DECID,17,MISS,NORWAY MAPLE,-79.6289085869595,43.5398078479514
DECID,41,MISS,NORWAY MAPLE,-79.6447622545037,43.5398101537461
DECID,26,MISS,HONEY LOCUST,-79.678900938313,43.5398132402301
DECID,6,MISS,REDMAN LINDEN,-79.645019545272,43.5398140685106
DECID,4,MISS,SUGAR MAPLE,-79.6354168536712,43.5398141408732
DECID,21,MISS,NORWAY MAPLE,-79.6641606370174,43.539815090427
DECID,5,MISS,SUGAR MAPLE,-79.6632371995709,43.5398215571381
DECID,60,MISS,NORWAY MAPLE,-79.6360019464708,43.5398245452788
CONFIR,32,MISS,COLORADO BLUE SPRUCE,-79.6380800780355,43.5398260921369
DECID,21,MISS,NORWAY MAPLE,-79.6588441108876,43.5398288345324
CONFIR,44,MISS,WHITE SPRUCE,-79.62549136449,43.5398327203308
DECID,65,MISS,NORWAY MAPLE,-79.6443019165977,43.5398332383536
DECID,111,MISS,WHITE OAK,-79.6403131448079,43.5398344864514
DECID,36,MISS,NORWAY MAPLE,-79.6571345403848,43.5398345165665
DECID,23,MISS,NORWAY MAPLE,-79.6775218598628,43.5398352917636
MULTI,13,MISS,RUSSIAN OLIVE,-79.6302425979656,43.5398417586046
CONFIR,28,MISS,COLORADO BLUE SPRUCE,-79.6380408931857,43.5398457944797
DECID,21,MISS,HONEY LOCUST,-79.6790413565045,43.5398502490627
CONFIR,32,MISS,AUSTRIAN PINE,-79.6586406032808,43.5398521985187
DECID,40,MISS,NORWAY MAPLE,-79.6377301759156,43.5398532572
DECID,24,MISS,SILVER MAPLE,-79.6772841192457,43.5398565821444
DECID,4,MISS,EASTERN WHITE CEDAR,-79.625779462566,43.5398566233735
MULTI,20,MISS,WHITE BIRCH,-79.6255468461661,43.5398585989132
DECID,83,MISS,WHITE OAK,-79.6362669157932,43.5398588607924
DECID,21,MISS,NORWAY MAPLE,-79.6299173851012,43.5398607317179
DECID,16,MISS,NORWAY MAPLE,-79.661367526371,43.5398609328927
DECID,27,MISS,HONEY LOCUST,-79.6802654010741,43.5398653772825
DECID,28,MISS,SILVER MAPLE,-79.6288329839089,43.539866908453
DECID,5,MISS,SUGAR MAPLE,-79.6633180479465,43.5398671400678
DECID,32,MISS,EASTERN WHITE CEDAR,-79.6380047978961,43.539871206205
MULTI,9,MISS,RUSSIAN OLIVE,-79.6302189035009,43.5398714583444
DECID,38,MISS,NORWAY MAPLE,-79.660149781167,43.5398745792682
DECID,27,MISS,NORWAY MAPLE,-79.6275495787223,43.5398774389029
DECID,27,MISS,NORWAY MAPLE,-79.6611812055089,43.5398795504017
DECID,37,MISS,NORWAY MAPLE,-79.6569566041299,43.5398823989876
DECID,26,MISS,NORWAY MAPLE,-79.6571989428395,43.5398829048183
DECID,51,MISS,STUMP,-79.6701197319517,43.5398856337038
DECID,35,MISS,NORWAY MAPLE,-79.6445442231057,43.5398904064592
DECID,23,MISS,LINDEN,-79.629020456102,43.53989076683
DECID,30,MISS,EASTERN WHITE CEDAR,-79.6379656129927,43.5398909085213
DECID,79,MISS,PIN OAK,-79.6398838459404,43.5398917778721
DECID,6,MISS,AMERICAN BEECH,-79.6463457243796,43.5398918540974
CONFIR,40,MISS,WHITE SPRUCE,-79.6255460833115,43.539892175038
DECID,38,MISS,NORWAY MAPLE,-79.6358026254028,43.5398923988032
DECID,11,MISS,NORWAY MAPLE,-79.6769466604836,43.5398928353218
CONFIR,6,MISS,COLORADO BLUE SPRUCE,-79.6298982138272,43.5398929167101
DECID,25,MISS,NORWAY MAPLE,-79.6599344783572,43.5398940255848
DECID,28,MISS,NORWAY MAPLE,-79.644862292272,43.5399028213933
DECID,28,MISS,NORWAY MAPLE,-79.6589570596332,43.5399039932899
CONFIR,41,MISS,COLORADO BLUE SPRUCE,-79.6227970228075,43.5399046492831
DECID,6,MISS,GREENSPIRE LINDEN,-79.6587326214227,43.5399055920805
DECID,23,MISS,HONEY LOCUST,-79.6788473813535,43.5399078847789
DECID,26,MISS,STUMP,-79.670093950303,43.5399114205951
MULTI,11,MISS,RUSSIAN OLIVE,-79.6301948406795,43.5399119585876
DECID,26,MISS,NORWAY SCHWENDLER MAPLE,-79.6447500199696,43.539914276235
DECID,20,MISS,NORWAY MAPLE,-79.6270312026497,43.5399160545258
DECID,45,MISS,NORWAY MAPLE,-79.6363747586426,43.5399176834958
CONFIR,6,MISS,COLORADO BLUE SPRUCE,-79.6298789051434,43.539920237837
DECID,29,MISS,HONEY LOCUST,-79.6800887530019,43.5399231251005
DECID,5,MISS,SUGAR MAPLE,-79.6633899131692,43.5399257466411
DECID,26,MISS,MULBERRY,-79.639807870859,43.5399293214136
DECID,21,MISS,HONEY LOCUST,-79.6773955966398,43.5399321558869
DECID,14,MISS,NORWAY MAPLE,-79.635964709249,43.5399335008099
DECID,41,MISS,WHITE OAK,-79.6760202260639,43.5399355143978
DECID,49,MISS,SUGAR MAPLE,-79.6632821153351,43.5399387703163
DECID,25,MISS,NORWAY MAPLE,-79.6641911210179,43.5399424045789
DECID,6,MISS,RED OAK,-79.6273651564679,43.5399428453809
MULTI,9,MISS,RUSSIAN OLIVE,-79.6301760672551,43.5399429778605
DECID,16,MISS,NORWAY MAPLE,-79.6269514807326,43.5399438200775
DECID,5,MISS,SERVICEBERRY,-79.6570566976962,43.5399455231668
CONFIR,6,MISS,COLORADO BLUE SPRUCE,-79.6298572392523,43.5399478008305
MULTI,8,MISS,AMUR MAPLE,-79.6365005219523,43.5399502477848
DECID,8,MISS,BUR OAK,-79.6360243359726,43.539951410119
DECID,35,MISS,NORWAY MAPLE,-79.6573022198635,43.5399531794219
DECID,40,MISS,SILVER MAPLE,-79.6287452354945,43.5399594085131
DECID,27,MISS,NORWAY MAPLE,-79.6590344206871,43.5399597358134
DECID,99,MISS,WHITE OAK,-79.6401668698768,43.5399599745072
DECID,4,MISS,EASTERN WHITE CEDAR,-79.6258793308837,43.539960920854
DECID,30,MISS,ASH SPP.,-79.6702433988291,43.5399611936843
CONFIR,54,MISS,SCOTCH PINE,-79.6232920187598,43.539963465793
DECID,32,MISS,NORWAY MAPLE,-79.6598576079484,43.539966958121
DECID,22,MISS,NORWAY MAPLE,-79.6268684974332,43.5399680347985
DECID,34,MISS,NORWAY MAPLE,-79.6360935861221,43.5399706947911
DECID,68,MISS,BUR OAK,-79.6397149737656,43.5399708054291
DECID,6,MISS,ROYAL RED MAPLE,-79.6462687540785,43.5399740505161
DECID,40,MISS,NATIVE HACKBERRY,-79.6634707615448,43.5399745854086
MULTI,9,MISS,RUSSIAN OLIVE,-79.6301505323144,43.5399774277051
DECID,22,MISS,HONEY LOCUST,-79.6789680198949,43.539977800234
CONFIR,32,MISS,AUSTRIAN PINE,-79.6758495461599,43.5399778413251
DECID,45,MISS,LINDEN,-79.663344997405,43.5399810972413
DECID,23,MISS,NORWAY MAPLE,-79.6272064169714,43.539983708668
